,orthogroup
1249,OG0002599.fa
1250,OG0002600.fa
1251,OG0002601.fa
1252,OG0002602.fa
1253,OG0002603.fa
1254,OG0002605.fa
1255,OG0002606.fa
1256,OG0002608.fa
1257,OG0002609.fa
1258,OG0002610.fa
1259,OG0002611.fa
1260,OG0002612.fa
1261,OG0002613.fa
1262,OG0002614.fa
1263,OG0002615.fa
1264,OG0002616.fa
1265,OG0002617.fa
1266,OG0002618.fa
1267,OG0002619.fa
1268,OG0002620.fa
1269,OG0002621.fa
1270,OG0002622.fa
1271,OG0002623.fa
1272,OG0002624.fa
1273,OG0002625.fa
1274,OG0002626.fa
1275,OG0002627.fa
1276,OG0002628.fa
1277,OG0002629.fa
1278,OG0002630.fa
1279,OG0002631.fa
1280,OG0002632.fa
1281,OG0002633.fa
1282,OG0002634.fa
1283,OG0002635.fa
1284,OG0002636.fa
1285,OG0002637.fa
1286,OG0002638.fa
1287,OG0002639.fa
1288,OG0002640.fa
1289,OG0002641.fa
1290,OG0002642.fa
1291,OG0002643.fa
1292,OG0002644.fa
1293,OG0002645.fa
1294,OG0002646.fa
1295,OG0002647.fa
1296,OG0002648.fa
1297,OG0002649.fa
1298,OG0002650.fa
1299,OG0002651.fa
1300,OG0002652.fa
1301,OG0002653.fa
1302,OG0002654.fa
1303,OG0002655.fa
1304,OG0002656.fa
1305,OG0002657.fa
1306,OG0002658.fa
1307,OG0002659.fa
1308,OG0002660.fa
1309,OG0002661.fa
1310,OG0002662.fa
1311,OG0002663.fa
1312,OG0002665.fa
1313,OG0002666.fa
1314,OG0002667.fa
1315,OG0002668.fa
1316,OG0002669.fa
1317,OG0002670.fa
1318,OG0002671.fa
1319,OG0002672.fa
1320,OG0002673.fa
1321,OG0002674.fa
1322,OG0002675.fa
1323,OG0002676.fa
1324,OG0002677.fa
1325,OG0002678.fa
1326,OG0002679.fa
1327,OG0002680.fa
1328,OG0002682.fa
1329,OG0002684.fa
1330,OG0002685.fa
1331,OG0002686.fa
1332,OG0002687.fa
1333,OG0002688.fa
1334,OG0002689.fa
1335,OG0002690.fa
1336,OG0002691.fa
1337,OG0002692.fa
1338,OG0002693.fa
1339,OG0002694.fa
1340,OG0002695.fa
1341,OG0002696.fa
1342,OG0002697.fa
1343,OG0002698.fa
1344,OG0002699.fa
1345,OG0002700.fa
1346,OG0002701.fa
1347,OG0002702.fa
1348,OG0002703.fa
1349,OG0002704.fa
1350,OG0002705.fa
1351,OG0002706.fa
1352,OG0002707.fa
1353,OG0002708.fa
1354,OG0002709.fa
1355,OG0002711.fa
1356,OG0002712.fa
1357,OG0002713.fa
1358,OG0002714.fa
1359,OG0002715.fa
1360,OG0002716.fa
1361,OG0002717.fa
1362,OG0002718.fa
1363,OG0002719.fa
1364,OG0002721.fa
1365,OG0002722.fa
1366,OG0002723.fa
1367,OG0002724.fa
1368,OG0002725.fa
1369,OG0002726.fa
1370,OG0002727.fa
1371,OG0002728.fa
1372,OG0002729.fa
1373,OG0002730.fa
1374,OG0002731.fa
1375,OG0002732.fa
1376,OG0002733.fa
1377,OG0002734.fa
1378,OG0002735.fa
1379,OG0002736.fa
1380,OG0002737.fa
1381,OG0002738.fa
1382,OG0002739.fa
1383,OG0002740.fa
1384,OG0002741.fa
1385,OG0002742.fa
1386,OG0002743.fa
1387,OG0002744.fa
1388,OG0002745.fa
1389,OG0002746.fa
1390,OG0002747.fa
1391,OG0002748.fa
1392,OG0002749.fa
1393,OG0002750.fa
1394,OG0002751.fa
1395,OG0002752.fa
1396,OG0002753.fa
1397,OG0002754.fa
1398,OG0002755.fa
1399,OG0002756.fa
1400,OG0002757.fa
1401,OG0002758.fa
1402,OG0002759.fa
1403,OG0002760.fa
1404,OG0002761.fa
1405,OG0002762.fa
1406,OG0002763.fa
1407,OG0002764.fa
1408,OG0002765.fa
1409,OG0002766.fa
1410,OG0002767.fa
1411,OG0002768.fa
1412,OG0002769.fa
1413,OG0002770.fa
1414,OG0002771.fa
1415,OG0002772.fa
1416,OG0002773.fa
1417,OG0002774.fa
1418,OG0002775.fa
1419,OG0002776.fa
1420,OG0002777.fa
1421,OG0002778.fa
1422,OG0002779.fa
1423,OG0002780.fa
1424,OG0002781.fa
1425,OG0002782.fa
1426,OG0002783.fa
1427,OG0002784.fa
1428,OG0002785.fa
1429,OG0002786.fa
1430,OG0002787.fa
1431,OG0002788.fa
1432,OG0002789.fa
1433,OG0002790.fa
1434,OG0002791.fa
1435,OG0002792.fa
1436,OG0002793.fa
1437,OG0002794.fa
1438,OG0002795.fa
1439,OG0002796.fa
1440,OG0002797.fa
1441,OG0002798.fa
1442,OG0002800.fa
1443,OG0002801.fa
1444,OG0002802.fa
1445,OG0002803.fa
1446,OG0002804.fa
1447,OG0002805.fa
1448,OG0002806.fa
1449,OG0002807.fa
1450,OG0002808.fa
1451,OG0002809.fa
1452,OG0002810.fa
1453,OG0002811.fa
1454,OG0002812.fa
1455,OG0002813.fa
1456,OG0002814.fa
1457,OG0002815.fa
1458,OG0002816.fa
1459,OG0002817.fa
1460,OG0002818.fa
1461,OG0002819.fa
1462,OG0002820.fa
1463,OG0002821.fa
1464,OG0002822.fa
1465,OG0002823.fa
1466,OG0002824.fa
1467,OG0002825.fa
1468,OG0002826.fa
1469,OG0002827.fa
1470,OG0002828.fa
1471,OG0002829.fa
1472,OG0002830.fa
1473,OG0002831.fa
1474,OG0002832.fa
1475,OG0002834.fa
1476,OG0002835.fa
1477,OG0002836.fa
1478,OG0002837.fa
1479,OG0002838.fa
1480,OG0002839.fa
1481,OG0002840.fa
1482,OG0002841.fa
1483,OG0002842.fa
1484,OG0002843.fa
1485,OG0002844.fa
1486,OG0002845.fa
1487,OG0002846.fa
1488,OG0002847.fa
1489,OG0002848.fa
1490,OG0002849.fa
1491,OG0002850.fa
1492,OG0002851.fa
1493,OG0002852.fa
1494,OG0002853.fa
1495,OG0002854.fa
1496,OG0002855.fa
1497,OG0002856.fa
1498,OG0002857.fa
1499,OG0002858.fa
1500,OG0002859.fa
1501,OG0002860.fa
1502,OG0002861.fa
1503,OG0002862.fa
1504,OG0002863.fa
1505,OG0002864.fa
1506,OG0002865.fa
1507,OG0002866.fa
1508,OG0002867.fa
1509,OG0002868.fa
1510,OG0002869.fa
1511,OG0002870.fa
1512,OG0002871.fa
1513,OG0002872.fa
1514,OG0002873.fa
1515,OG0002874.fa
1516,OG0002875.fa
1517,OG0002876.fa
1518,OG0002877.fa
1519,OG0002878.fa
1520,OG0002879.fa
1521,OG0002880.fa
1522,OG0002881.fa
1523,OG0002882.fa
1524,OG0002883.fa
1525,OG0002884.fa
1526,OG0002885.fa
1527,OG0002886.fa
1528,OG0002887.fa
1529,OG0002888.fa
1530,OG0002889.fa
1531,OG0002890.fa
1532,OG0002891.fa
1533,OG0002892.fa
1534,OG0002893.fa
1535,OG0002894.fa
1536,OG0002895.fa
1537,OG0002896.fa
1538,OG0002897.fa
1539,OG0002898.fa
1540,OG0002899.fa
1541,OG0002900.fa
1542,OG0002901.fa
1543,OG0002902.fa
1544,OG0002903.fa
1545,OG0002904.fa
1546,OG0002905.fa
1547,OG0002906.fa
1548,OG0002907.fa
1549,OG0002908.fa
1550,OG0002909.fa
1551,OG0002910.fa
1552,OG0002911.fa
1553,OG0002912.fa
1554,OG0002913.fa
1555,OG0002914.fa
1556,OG0002915.fa
1557,OG0002916.fa
1558,OG0002917.fa
1559,OG0002918.fa
1560,OG0002920.fa
1561,OG0002921.fa
1562,OG0002922.fa
1563,OG0002923.fa
1564,OG0002924.fa
1565,OG0002925.fa
1566,OG0002926.fa
1567,OG0002927.fa
1568,OG0002928.fa
1569,OG0002929.fa
1570,OG0002930.fa
1571,OG0002931.fa
1572,OG0002932.fa
1573,OG0002933.fa
1574,OG0002934.fa
1575,OG0002935.fa
1576,OG0002936.fa
1577,OG0002937.fa
1578,OG0002938.fa
1579,OG0002939.fa
1580,OG0002940.fa
1581,OG0002941.fa
1582,OG0002942.fa
1583,OG0002943.fa
1584,OG0002944.fa
1585,OG0002945.fa
1586,OG0002946.fa
1587,OG0002947.fa
1588,OG0002948.fa
1589,OG0002949.fa
1590,OG0002950.fa
1591,OG0002951.fa
1592,OG0002952.fa
1593,OG0002953.fa
1594,OG0002954.fa
1595,OG0002955.fa
1596,OG0002956.fa
1597,OG0002957.fa
1598,OG0002958.fa
1599,OG0002959.fa
1600,OG0002960.fa
1601,OG0002961.fa
1602,OG0002962.fa
1603,OG0002963.fa
1604,OG0002964.fa
1605,OG0002965.fa
1606,OG0002966.fa
1607,OG0002967.fa
1608,OG0002968.fa
1609,OG0002969.fa
1610,OG0002970.fa
1611,OG0002971.fa
1612,OG0002972.fa
1613,OG0002973.fa
1614,OG0002974.fa
1615,OG0002975.fa
1616,OG0002976.fa
1617,OG0002977.fa
1618,OG0002978.fa
1619,OG0002979.fa
1620,OG0002980.fa
1621,OG0002981.fa
1622,OG0002982.fa
1623,OG0002983.fa
1624,OG0002984.fa
1625,OG0002985.fa
1626,OG0002986.fa
1627,OG0002987.fa
1628,OG0002988.fa
1629,OG0002989.fa
1630,OG0002990.fa
1631,OG0002991.fa
1632,OG0002992.fa
1633,OG0002993.fa
1634,OG0002994.fa
1635,OG0002995.fa
1636,OG0002996.fa
1637,OG0002997.fa
1638,OG0002998.fa
1639,OG0002999.fa
1640,OG0003000.fa
1641,OG0003001.fa
1642,OG0003002.fa
1643,OG0003003.fa
1644,OG0003004.fa
1645,OG0003005.fa
1646,OG0003006.fa
1647,OG0003007.fa
1648,OG0003008.fa
1649,OG0003009.fa
1650,OG0003010.fa
1651,OG0003011.fa
1652,OG0003012.fa
1653,OG0003013.fa
1654,OG0003014.fa
1655,OG0003015.fa
1656,OG0003016.fa
1657,OG0003017.fa
1658,OG0003018.fa
1659,OG0003019.fa
1660,OG0003020.fa
1661,OG0003021.fa
1662,OG0003022.fa
1663,OG0003023.fa
1664,OG0003024.fa
1665,OG0003025.fa
1666,OG0003026.fa
1667,OG0003027.fa
1668,OG0003028.fa
1669,OG0003029.fa
1670,OG0003030.fa
1671,OG0003031.fa
1672,OG0003032.fa
1673,OG0003033.fa
1674,OG0003034.fa
1675,OG0003035.fa
1676,OG0003036.fa
1677,OG0003037.fa
1678,OG0003038.fa
1679,OG0003039.fa
1680,OG0003040.fa
1681,OG0003041.fa
1682,OG0003042.fa
1683,OG0003043.fa
1684,OG0003044.fa
1685,OG0003045.fa
1686,OG0003046.fa
1687,OG0003047.fa
1688,OG0003048.fa
1689,OG0003049.fa
1690,OG0003050.fa
1691,OG0003051.fa
1692,OG0003052.fa
1693,OG0003053.fa
1694,OG0003054.fa
1695,OG0003055.fa
1696,OG0003056.fa
1697,OG0003057.fa
1698,OG0003058.fa
1699,OG0003059.fa
1700,OG0003060.fa
1701,OG0003061.fa
1702,OG0003062.fa
1703,OG0003063.fa
1704,OG0003064.fa
1705,OG0003065.fa
1706,OG0003066.fa
1707,OG0003067.fa
1708,OG0003068.fa
1709,OG0003069.fa
1710,OG0003070.fa
1711,OG0003071.fa
1712,OG0003072.fa
1713,OG0003073.fa
1714,OG0003074.fa
1715,OG0003075.fa
1716,OG0003076.fa
1717,OG0003077.fa
1718,OG0003078.fa
1719,OG0003079.fa
1720,OG0003080.fa
1721,OG0003081.fa
1722,OG0003082.fa
1723,OG0003083.fa
1724,OG0003084.fa
1725,OG0003085.fa
1726,OG0003086.fa
1727,OG0003087.fa
1728,OG0003088.fa
1729,OG0003089.fa
1730,OG0003091.fa
1731,OG0003092.fa
1732,OG0003093.fa
1733,OG0003094.fa
1734,OG0003095.fa
1735,OG0003096.fa
1736,OG0003097.fa
1737,OG0003098.fa
1738,OG0003099.fa
1739,OG0003101.fa
1740,OG0003102.fa
1741,OG0003103.fa
1742,OG0003104.fa
1743,OG0003105.fa
1744,OG0003106.fa
1745,OG0003107.fa
1746,OG0003108.fa
1747,OG0003109.fa
1748,OG0003110.fa
1749,OG0003111.fa
1750,OG0003112.fa
1751,OG0003113.fa
1752,OG0003114.fa
1753,OG0003115.fa
1754,OG0003116.fa
1755,OG0003117.fa
1756,OG0003118.fa
1757,OG0003119.fa
1758,OG0003120.fa
1759,OG0003121.fa
1760,OG0003122.fa
1761,OG0003123.fa
1762,OG0003124.fa
1763,OG0003125.fa
1764,OG0003126.fa
1765,OG0003127.fa
1766,OG0003128.fa
1767,OG0003129.fa
1768,OG0003130.fa
1769,OG0003131.fa
1770,OG0003132.fa
1771,OG0003133.fa
1772,OG0003134.fa
1773,OG0003135.fa
1774,OG0003136.fa
1775,OG0003137.fa
1776,OG0003138.fa
1777,OG0003139.fa
1778,OG0003140.fa
1779,OG0003141.fa
1780,OG0003142.fa
1781,OG0003143.fa
1782,OG0003144.fa
1783,OG0003145.fa
1784,OG0003146.fa
1785,OG0003148.fa
1786,OG0003149.fa
1787,OG0003150.fa
1788,OG0003151.fa
1789,OG0003152.fa
1790,OG0003153.fa
1791,OG0003154.fa
1792,OG0003155.fa
1793,OG0003156.fa
1794,OG0003157.fa
1795,OG0003158.fa
1796,OG0003159.fa
1797,OG0003160.fa
1798,OG0003161.fa
1799,OG0003162.fa
1800,OG0003163.fa
1801,OG0003164.fa
1802,OG0003165.fa
1803,OG0003166.fa
1804,OG0003167.fa
1805,OG0003168.fa
1806,OG0003169.fa
1807,OG0003171.fa
1808,OG0003172.fa
1809,OG0003173.fa
1810,OG0003174.fa
1811,OG0003175.fa
1812,OG0003176.fa
1813,OG0003177.fa
1814,OG0003178.fa
1815,OG0003179.fa
1816,OG0003180.fa
1817,OG0003181.fa
1818,OG0003182.fa
1819,OG0003183.fa
1820,OG0003184.fa
1821,OG0003185.fa
1822,OG0003186.fa
1823,OG0003187.fa
1824,OG0003188.fa
1825,OG0003189.fa
1826,OG0003190.fa
1827,OG0003191.fa
1828,OG0003192.fa
1829,OG0003193.fa
1830,OG0003194.fa
1831,OG0003195.fa
1832,OG0003197.fa
1833,OG0003198.fa
1834,OG0003199.fa
1835,OG0003200.fa
1836,OG0003201.fa
1837,OG0003202.fa
1838,OG0003203.fa
1839,OG0003204.fa
1840,OG0003205.fa
1841,OG0003206.fa
1842,OG0003207.fa
1843,OG0003208.fa
1844,OG0003209.fa
1845,OG0003210.fa
1846,OG0003211.fa
1847,OG0003212.fa
1848,OG0003213.fa
1849,OG0003214.fa
1850,OG0003216.fa
1851,OG0003217.fa
1852,OG0003218.fa
1853,OG0003219.fa
1854,OG0003220.fa
1855,OG0003221.fa
1856,OG0003222.fa
1857,OG0003223.fa
1858,OG0003224.fa
1859,OG0003225.fa
1860,OG0003226.fa
1861,OG0003227.fa
1862,OG0003228.fa
1863,OG0003229.fa
1864,OG0003230.fa
1865,OG0003231.fa
1866,OG0003232.fa
1867,OG0003233.fa
1868,OG0003234.fa
1869,OG0003235.fa
1870,OG0003236.fa
1871,OG0003237.fa
1872,OG0003238.fa
1873,OG0003239.fa
1874,OG0003240.fa
1875,OG0003241.fa
1876,OG0003242.fa
1877,OG0003243.fa
1878,OG0003244.fa
1879,OG0003245.fa
1880,OG0003246.fa
1881,OG0003250.fa
1882,OG0003252.fa
1883,OG0003253.fa
1884,OG0003257.fa
1885,OG0003258.fa
1886,OG0003259.fa
1887,OG0003260.fa
1888,OG0003261.fa
1889,OG0003262.fa
1890,OG0003263.fa
1891,OG0003264.fa
1892,OG0003265.fa
1893,OG0003266.fa
1894,OG0003267.fa
1895,OG0003268.fa
1896,OG0003270.fa
1897,OG0003271.fa
1898,OG0003272.fa
1899,OG0003273.fa
1900,OG0003274.fa
1901,OG0003275.fa
1902,OG0003276.fa
1903,OG0003277.fa
1904,OG0003278.fa
1905,OG0003279.fa
1906,OG0003282.fa
1907,OG0003283.fa
1908,OG0003285.fa
1909,OG0003286.fa
1910,OG0003287.fa
1911,OG0003288.fa
1912,OG0003289.fa
1913,OG0003290.fa
1914,OG0003291.fa
1915,OG0003294.fa
1916,OG0003296.fa
1917,OG0003297.fa
1918,OG0003298.fa
1919,OG0003299.fa
1920,OG0003300.fa
1921,OG0003301.fa
1922,OG0003302.fa
1923,OG0003303.fa
1924,OG0003304.fa
1925,OG0003305.fa
1926,OG0003306.fa
1927,OG0003307.fa
1928,OG0003308.fa
1929,OG0003309.fa
1930,OG0003310.fa
1931,OG0003311.fa
1932,OG0003312.fa
1933,OG0003313.fa
1934,OG0003314.fa
1935,OG0003315.fa
1936,OG0003316.fa
1937,OG0003317.fa
1938,OG0003318.fa
1939,OG0003319.fa
1940,OG0003320.fa
1941,OG0003321.fa
1942,OG0003322.fa
1943,OG0003324.fa
1944,OG0003325.fa
1945,OG0003326.fa
1946,OG0003327.fa
1947,OG0003328.fa
1948,OG0003329.fa
1949,OG0003330.fa
1950,OG0003331.fa
1951,OG0003332.fa
1952,OG0003333.fa
1953,OG0003334.fa
1954,OG0003335.fa
1955,OG0003336.fa
1956,OG0003337.fa
1957,OG0003338.fa
1958,OG0003339.fa
1959,OG0003340.fa
1960,OG0003341.fa
1961,OG0003342.fa
1962,OG0003343.fa
1963,OG0003344.fa
1964,OG0003345.fa
1965,OG0003347.fa
1966,OG0003348.fa
1967,OG0003349.fa
1968,OG0003350.fa
1969,OG0003351.fa
1970,OG0003352.fa
1971,OG0003353.fa
1972,OG0003354.fa
1973,OG0003355.fa
1974,OG0003356.fa
1975,OG0003357.fa
1976,OG0003358.fa
1977,OG0003359.fa
1978,OG0003360.fa
1979,OG0003361.fa
1980,OG0003362.fa
1981,OG0003363.fa
1982,OG0003364.fa
1983,OG0003365.fa
1984,OG0003366.fa
1985,OG0003367.fa
1986,OG0003368.fa
1987,OG0003369.fa
1988,OG0003370.fa
1989,OG0003371.fa
1990,OG0003372.fa
1991,OG0003373.fa
1992,OG0003374.fa
1993,OG0003375.fa
1994,OG0003376.fa
1995,OG0003377.fa
1996,OG0003378.fa
1997,OG0003379.fa
1998,OG0003380.fa
1999,OG0003381.fa
2000,OG0003382.fa
2001,OG0003383.fa
2002,OG0003384.fa
2003,OG0003386.fa
2004,OG0003387.fa
2005,OG0003388.fa
2006,OG0003389.fa
2007,OG0003391.fa
2008,OG0003392.fa
2009,OG0003393.fa
2010,OG0003394.fa
2011,OG0003395.fa
2012,OG0003396.fa
2013,OG0003397.fa
2014,OG0003398.fa
2015,OG0003399.fa
2016,OG0003400.fa
2017,OG0003401.fa
2018,OG0003402.fa
2019,OG0003403.fa
2020,OG0003404.fa
2021,OG0003405.fa
2022,OG0003406.fa
2023,OG0003407.fa
2024,OG0003408.fa
2025,OG0003409.fa
2026,OG0003410.fa
2027,OG0003411.fa
2028,OG0003412.fa
2029,OG0003413.fa
2030,OG0003414.fa
2031,OG0003415.fa
2032,OG0003416.fa
2033,OG0003417.fa
2034,OG0003418.fa
2035,OG0003419.fa
2036,OG0003420.fa
2037,OG0003422.fa
2038,OG0003423.fa
2039,OG0003424.fa
2040,OG0003425.fa
2041,OG0003426.fa
2042,OG0003427.fa
2043,OG0003428.fa
2044,OG0003429.fa
2045,OG0003430.fa
2046,OG0003431.fa
2047,OG0003432.fa
2048,OG0003433.fa
2049,OG0003434.fa
2050,OG0003435.fa
2051,OG0003436.fa
2052,OG0003437.fa
2053,OG0003438.fa
2054,OG0003439.fa
2055,OG0003440.fa
2056,OG0003441.fa
2057,OG0003442.fa
2058,OG0003443.fa
2059,OG0003444.fa
2060,OG0003445.fa
2061,OG0003446.fa
2062,OG0003447.fa
2063,OG0003448.fa
2064,OG0003449.fa
2065,OG0003450.fa
2066,OG0003451.fa
2067,OG0003452.fa
2068,OG0003453.fa
2069,OG0003454.fa
2070,OG0003455.fa
2071,OG0003456.fa
2072,OG0003457.fa
2073,OG0003458.fa
2074,OG0003459.fa
2075,OG0003460.fa
2076,OG0003461.fa
2077,OG0003462.fa
2078,OG0003463.fa
2079,OG0003464.fa
2080,OG0003465.fa
2081,OG0003466.fa
2082,OG0003467.fa
2083,OG0003468.fa
2084,OG0003470.fa
2085,OG0003471.fa
2086,OG0003472.fa
2087,OG0003473.fa
2088,OG0003474.fa
2089,OG0003475.fa
2090,OG0003476.fa
2091,OG0003477.fa
2092,OG0003478.fa
2093,OG0003479.fa
2094,OG0003480.fa
2095,OG0003481.fa
2096,OG0003482.fa
2097,OG0003483.fa
2098,OG0003484.fa
2099,OG0003485.fa
2100,OG0003486.fa
2101,OG0003487.fa
2102,OG0003488.fa
2103,OG0003489.fa
2104,OG0003490.fa
2105,OG0003491.fa
2106,OG0003492.fa
2107,OG0003493.fa
2108,OG0003494.fa
2109,OG0003495.fa
2110,OG0003496.fa
2111,OG0003497.fa
2112,OG0003498.fa
2113,OG0003499.fa
2114,OG0003500.fa
2115,OG0003501.fa
2116,OG0003502.fa
2117,OG0003503.fa
2118,OG0003504.fa
2119,OG0003505.fa
2120,OG0003506.fa
2121,OG0003508.fa
2122,OG0003509.fa
2123,OG0003510.fa
2124,OG0003511.fa
2125,OG0003512.fa
2126,OG0003513.fa
2127,OG0003515.fa
2128,OG0003516.fa
2129,OG0003517.fa
2130,OG0003518.fa
2131,OG0003519.fa
2132,OG0003520.fa
2133,OG0003521.fa
2134,OG0003522.fa
2135,OG0003523.fa
2136,OG0003524.fa
2137,OG0003525.fa
2138,OG0003526.fa
2139,OG0003527.fa
2140,OG0003528.fa
2141,OG0003529.fa
2142,OG0003530.fa
2143,OG0003531.fa
2144,OG0003532.fa
2145,OG0003533.fa
2146,OG0003534.fa
2147,OG0003535.fa
2148,OG0003536.fa
2149,OG0003537.fa
2150,OG0003538.fa
2151,OG0003539.fa
2152,OG0003540.fa
2153,OG0003541.fa
2154,OG0003542.fa
2155,OG0003543.fa
2156,OG0003544.fa
2157,OG0003545.fa
2158,OG0003546.fa
2159,OG0003547.fa
2160,OG0003548.fa
2161,OG0003549.fa
2162,OG0003550.fa
2163,OG0003551.fa
2164,OG0003552.fa
2165,OG0003553.fa
2166,OG0003554.fa
2167,OG0003555.fa
2168,OG0003556.fa
2169,OG0003557.fa
2170,OG0003558.fa
2171,OG0003559.fa
2172,OG0003560.fa
2173,OG0003561.fa
2174,OG0003563.fa
2175,OG0003564.fa
2176,OG0003566.fa
2177,OG0003567.fa
2178,OG0003568.fa
2179,OG0003569.fa
2180,OG0003570.fa
2181,OG0003571.fa
2182,OG0003572.fa
2183,OG0003573.fa
2184,OG0003574.fa
2185,OG0003575.fa
2186,OG0003576.fa
2187,OG0003577.fa
2188,OG0003578.fa
2189,OG0003579.fa
2190,OG0003580.fa
2191,OG0003581.fa
2192,OG0003582.fa
2193,OG0003583.fa
2194,OG0003584.fa
2195,OG0003585.fa
2196,OG0003586.fa
2197,OG0003587.fa
2198,OG0003589.fa
2199,OG0003590.fa
2200,OG0003591.fa
2201,OG0003592.fa
2202,OG0003593.fa
2203,OG0003594.fa
2204,OG0003595.fa
2205,OG0003596.fa
2206,OG0003597.fa
2207,OG0003598.fa
2208,OG0003599.fa
2209,OG0003600.fa
2210,OG0003601.fa
2211,OG0003602.fa
2212,OG0003603.fa
2213,OG0003604.fa
2214,OG0003605.fa
2215,OG0003606.fa
2216,OG0003607.fa
2217,OG0003608.fa
2218,OG0003609.fa
2219,OG0003610.fa
2220,OG0003611.fa
2221,OG0003612.fa
2222,OG0003613.fa
2223,OG0003614.fa
2224,OG0003615.fa
2225,OG0003616.fa
2226,OG0003617.fa
2227,OG0003618.fa
2228,OG0003619.fa
2229,OG0003620.fa
2230,OG0003621.fa
2231,OG0003622.fa
2232,OG0003623.fa
2233,OG0003624.fa
2234,OG0003625.fa
2235,OG0003626.fa
2236,OG0003627.fa
2237,OG0003628.fa
2238,OG0003629.fa
2239,OG0003630.fa
2240,OG0003631.fa
2241,OG0003632.fa
2242,OG0003633.fa
2243,OG0003634.fa
2244,OG0003635.fa
2245,OG0003636.fa
2246,OG0003637.fa
2247,OG0003638.fa
2248,OG0003639.fa
2249,OG0003640.fa
2250,OG0003641.fa
2251,OG0003642.fa
2252,OG0003643.fa
2253,OG0003644.fa
2254,OG0003645.fa
2255,OG0003646.fa
2256,OG0003647.fa
2257,OG0003648.fa
2258,OG0003649.fa
2259,OG0003650.fa
2260,OG0003651.fa
2261,OG0003652.fa
2262,OG0003653.fa
2263,OG0003654.fa
2264,OG0003655.fa
2265,OG0003656.fa
2266,OG0003657.fa
2267,OG0003658.fa
2268,OG0003659.fa
2269,OG0003660.fa
2270,OG0003661.fa
2271,OG0003662.fa
2272,OG0003663.fa
2273,OG0003664.fa
2274,OG0003665.fa
2275,OG0003666.fa
2276,OG0003667.fa
2277,OG0003668.fa
2278,OG0003669.fa
2279,OG0003670.fa
2280,OG0003671.fa
2281,OG0003672.fa
2282,OG0003673.fa
2283,OG0003674.fa
2284,OG0003675.fa
2285,OG0003676.fa
2286,OG0003677.fa
2287,OG0003678.fa
2288,OG0003679.fa
2289,OG0003680.fa
2290,OG0003681.fa
2291,OG0003682.fa
2292,OG0003683.fa
2293,OG0003684.fa
2294,OG0003686.fa
2295,OG0003687.fa
2296,OG0003689.fa
2297,OG0003690.fa
2298,OG0003691.fa
2299,OG0003692.fa
2300,OG0003693.fa
2301,OG0003694.fa
2302,OG0003695.fa
2303,OG0003696.fa
2304,OG0003697.fa
2305,OG0003698.fa
2306,OG0003699.fa
2307,OG0003700.fa
2308,OG0003701.fa
